acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
eczema	1	1	1	1	1	1	1	1	1	1	1	1.71278109482806e-11	0.986270824836606	1	1	1	1	0.795762327920649	0.795762327920649	0.795762327920649	0.795762327920649	0.795762327920649	0.0512843374869893	0.0512843374869893	0.0200899148522149	0.0200899148522149	0.0200899148522149	0.999764654574679	1	1	0.999999999999393	1	0.000486912247305439	0.000486912247305439	0.000486912247305439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.950885559403747	0.950885559403747	0.950885559403747	0.950885559403747	1	1	1	1	1	1	1	1	1	1	1	1	1	2.59770526703073e-13	1	1	6.82501360630653e-10	6.82501360630653e-10	1	1	1	1	0.148679506615308	0.999999941502774	1	0.00709079788616954	0.00709079788616954	0.966458114362567	0.966458114362567	0.966458114362567	1	1	1	0.999998145291801	1	1	1	1	1	0.999998145291801	1	1	1	0.999999999999393	2.59770526703073e-13	0.795762327920649	1	1	1	0.99983485283091	1	1	0.445081692472321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998308559421762	1	1	1	1	0.999999999999393	1	1	1	1	0.950885559403747	0.998308559421762	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999977974444246	1	0.00189629768313299	1	1	1	1	1	1
emphysema	1	1	1	1	1	0.0159859906468402	1	1	1	1	1	1	0.994356865087606	0.0588887558498951	0.116458905770617	1	0.996869052592409	0.832306544346739	0.832306544346739	0.832306544346739	0.832306544346739	0.832306544346739	0.999999906135918	0.999999906135918	0.999432530264149	0.999432530264149	0.999432530264149	0.999987475834289	1	1	1	1	0.997357845517628	0.997357845517628	0.997357845517628	1	0.812821654238272	1	1	1	1	0.00031986640464004	1	1	1	1	1	1	1	0.996830153279263	0.996830153279263	0.996830153279263	0.996830153279263	1	1	1	1	1	1	1	1	1	1	1	1	0.00031986640464004	1	0.926708249453985	1	1	1	1	1	1	1	0.999999999998137	0.000805081361986693	1	0.986854078110055	0.986854078110055	1	1	1	1	0.920194430866513	0.364349925270057	0.99999929190941	1	0.920194430866513	0.920194430866513	0.364349925270057	1	0.99999929190941	0.0882727107495813	1	1	1	1	0.832306544346739	1	1	1	0.999999899903277	1	1	1.44849225447837e-34	1	1	1	1	1	1	1	1	0.999999996892025	1	0.999999996892025	1	1	1	1	0.545882662543478	1	5.87367491575986e-07	1	1	1	1	1	1	0.963539552402672	0.97613538923641	1	0.996830153279263	5.87367491575986e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996104249101258	1	1	1	1	0.528106347835063	1	1	1
endometriosis	1	1	1	0.999964321298416	1	1	1	1	1	1	1	1	0.960492699277429	1	1	1	1	0.11456718762643	0.11456718762643	0.11456718762643	0.11456718762643	0.11456718762643	0.987026016909843	0.987026016909843	0.149568020758227	0.149568020758227	0.149568020758227	0.999999988627015	1	1	0.967374203239123	1	0.999997270298062	0.999997270298062	0.999997270298062	0.695500737864153	0.927444676407879	0.416491219251463	1	1	1	1	0.208541278178581	1	1	1	1	0.999964321298416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998764070673588	1	0.999980784334723	0.999980784334723	1	1	1	1	0.999997813451443	1.23081065214328e-37	0.792784275040688	0.1699463072472	0.1699463072472	1	1	1	1	0.857857863911007	1	0.999999999998463	1	0.857857863911007	0.857857863911007	1	1	0.999999999998463	1	1	1	0.967374203239123	1	0.11456718762643	1	1	1	1.04978677616445e-41	1	1	0.996993297141303	1	0.999999939441126	1	1	0.24788292940095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.967374203239123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.39516345413446e-320	1	0.999999999986966	1	1	1	1	0.000321377286633252	1
epilepsy	1	1	1	1	1	1	1	1	2.90800560571418e-177	0.252341782089193	3.59443332630858e-259	0.999999999994602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999997750214	0.983241680940443	1	0.999991982089274	0.999999948279811	1	1	1	1	1	1	1	0.995963035645989	0.999999999999999	0.999999999999999	0.999999999999999	0.999999999999999	1	0.999985197661505	1	0.999999861317307	1	1	1	1	1	1	1	1	1	0.999999999428888	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999981379	0.999999999981379	0.999999999981379	1.29095165175124e-32	1	1	1	1	1	1	1	1	1	1	0.924642319674238	1	1	0.999999999428888	1	0.924642319674238	0.999999999548301	1	1	8.39516345413446e-320	0.298379668578347	1	1	1	0.717316676203711	1	1	0.999810735099902	1	1	1	1	1	1	1	0.999998872736981	1	0.999999999999998	1	1	1	1	1	1	1	0.999999999999991	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999998020441
epilepsy, childhood absence, susceptibility to	1	1	1	1	1	1	1	1	0.135528656652464	1	0.0439880768022321	1	1	1	1	1	0.98195716024845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.50070720162794e-28	1	0.99692600452062	1	1	1	1	1	1	1	1	0.999999323637313	1	0.999999323637313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997513235739132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
epilepsy, generalized	1	1	1	1	1	1	1	1	0.0314760891800543	0.0965743952393943	0.000426213200174828	1	1	1	1	1	0.999998867580854	1	1	1	1	1	1	1	1	1	1	0.999999999897405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997383086276953	0.997383086276953	0.997383086276953	0.997383086276953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999999408	1	1	0.999990662283209	0.999990662283209	0.794289789128457	0.794289789128457	0.794289789128457	0.469866530224917	0.999306783683143	1	1	1	0.999306783683143	0.999306783683143	1	1	1	1	1	1	1	1	1	1	1	1	1	2.92202327017159e-28	1	0.999999999855618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.948239352591206	1	1	1	1	1	1	1	1	1	0.999999998684397	1	0.997383086276953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998450960604	1	1	1	1	1	1	1	1
epilepsy, progressive myoclonic	1	1	1	1	1	1	1	1	0.218922373574778	1	0.0170530566934276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0188667941856551	1	1	1	1	1	1	1	1	1	1	0.0673808332233337	1	1	1	1	1	1	1	7.08028059057362e-06	7.08028059057362e-06	7.08028059057362e-06	7.08028059057362e-06	1	1	1	1	1	1	1	1	1	1	1	1	0.0673808332233337	1	1	1	0.486233227426082	0.486233227426082	1	1	1	1	1	0.991863225873409	1	1	1	1	1	1	0.0462021454923502	1	1	1	1	1	1	1	1	1	1	1	1	0.0188667941856551	1	1	1	0.0166470699076403	1	1	2.01306317124985e-18	1	1	1	1	1	1	1	1	1	1	1.76204936934168e-22	1	1.76204936934168e-22	1	1	1	1	1	1	1	1	1	1	1	0.0188667941856551	1	2.53651993605695e-15	6.13088595803063e-14	1	7.08028059057362e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
epilepsy, temporal lobe	1	1	1	1	1	1	1	1	4.59530744456426e-52	1	1.77570475804896e-87	1	0.992213061553616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999140194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999972764071442	0.999972764071442	0.978590263749695	0.978590263749695	0.978590263749695	3.0677635349871e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999727249599	8.39516345413446e-320	0.00483862730783893	0.999999999999947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999994665718081	1	1	1	1	1	1	1	1
epiphyseal dysplasia, multiple	1	1	1	0.996424446310262	1	1	1	1	0.999999999991528	1	0.996765378417307	0.989444595758299	0.999990756946465	0.960695695347632	1	0.966023303475549	0.999999995130495	0.999273451846499	0.999273451846499	0.999273451846499	0.999273451846499	0.999273451846499	1	1	0.999999999741441	0.999999999741441	0.999999999741441	1	3.26208575906238e-187	1	1	1	0.999924758673906	0.999924758673906	0.999924758673906	1	1	0.537169245797107	1	1	1	1	1	1	1	0.117662895297456	1	0.996424446310262	0.646043409624371	3.62402715070921e-56	3.62402715070921e-56	3.62402715070921e-56	3.62402715070921e-56	1	0.876965118624135	1	0.797037518668001	1	1	1	1	1	1	0.593008342680127	1	1	0.886568804520352	1	1	0.999999186294366	0.999999186294366	1	1	0.999993418797485	1	0.999980440567697	2.40961621956153e-170	1	0.963437247474106	0.963437247474106	0.808514571102178	0.808514571102178	0.808514571102178	1	4.37804683294547e-05	0.637406956757462	0.00405706367498871	1	4.37804683294547e-05	4.37804683294547e-05	0.637406956757462	1	0.00405706367498871	1	1	1	1	0.886568804520352	0.999273451846499	1	0.976804175090899	1	0.999999919076591	1	1	0.999999999999783	1	2.35192029995219e-205	1	1	1	1	1	1	3.47804909847968e-49	1	3.47804909847968e-49	1	1	1	1	1	1	0.999994615158508	0.998634283850281	1	1	1	1	0.40826984538506	0.999999946008699	0.999999999869362	1	3.62402715070921e-56	0.999994615158508	1	1	1	1	1	1	1	1	1	1	1	1	1	1.02866573674234e-09	1	1	1	1	1	1	1	1
erectile dysfunction	1	1	1	0.828203964055165	1	1	1	1	1	1	1	1	3.4602234718816e-05	1	1	1	1	0.99999999997744	0.99999999997744	0.99999999997744	0.99999999997744	0.99999999997744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00341501285527651	1	1	1	0.868957481661829	0.999999970712454	1	1	1	1	0.657878202735019	0.828203964055165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999970712454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.877779968082746	1	1	1	0.877779968082746	0.877779968082746	1	1	1	1	1	1	1	1	0.99999999997744	1	0.973723830576681	1	1	1	1	1	1	1	1	0.603352639616991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.992572153824174	1	1	1	1	1	0.999999998532265	0.999999998168885	1	1	1	0.592710613759855	1	0.0631372689086231	1	1	1	1	1	1	1	1	1	1	0.97780703183344	1	1	1	1	1	1	1	0.226786112035477
erythrocytosis, familial	1	1	1	1	1	1	1	1	1	1	1	0.0523843117444839	1	1	1	1	1	0.532732376811079	0.532732376811079	0.532732376811079	0.532732376811079	0.532732376811079	0.999979361496807	0.999979361496807	0.843680090612252	0.843680090612252	0.843680090612252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.923013455414149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.923013455414149	1	0.867617120816197	1	0.983227268129472	0.983227268129472	1	1	0.71659322400925	1	0.987653981509804	0.957007437879815	1	0.898280021800819	0.898280021800819	1	1	1	1	1	1	8.39516345413446e-320	1	1	1	1	1	8.39516345413446e-320	1	1	1	1	1	0.532732376811079	1	1	1	0.876194797894561	1	1	0.0248962583465397	1	0.960182812120441	1	1	1	1	1	1	0.999999999251386	1	0.999999999251386	1	0.492528207829263	1	1	0.742003371556625	1	1	1.02134842186464e-154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.113871846729854	1	1	1	1	1	1	0.984348326446472	1	0.999999999999847	1	1	1	1	1	1
esophageal achalasia	1	1	1	1	1	1	1	1	1	1	1	0.770149339902121	1	0.514971234682287	1	1	0.998682583007243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0107564268634479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999985523967	0.999999999999148	1	0.810267657849772	0.810267657849772	1	1	1	1	1	1	0.999999999999999	1	1	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	1	1	0.99999855187492	1	0.999999917698518	1	1	1	1	1	1	1	1	0.999999999999844	1	0.999999999999844	1	1	1	1	1	1	0.978866318469837	1	1	1	1	1	1	0.988095892121823	0.999455369142738	1	1	0.978866318469837	1	1	1	1	1	1	1	1	1	1	1	4.31371729740154e-05	1	0.998466692395562	1	1	1	1	1	1	1	1
esophageal carcinoma	1	1	1	1	1	1	1	1	1	1	1	0.999638179115172	0.999997793524266	0.993876500150833	1	1	1	1	1	1	1	1	0.999999999999898	0.999999999999898	0.976970929567737	0.976970929567737	0.976970929567737	0.992955089791045	0.999999986418084	1	1	1	0.979430815357365	0.979430815357365	0.979430815357365	1	1	1	1	1	1	0.999999999999534	0.409396827682893	1	5.91613207449354e-222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999534	0.559063242051956	0.0116133350579729	1	0.953716453572239	0.953716453572239	0.264964719593255	1	0.999999862472009	1	1	1	1	0.999999999748246	0.999999999748246	0.77517276068435	0.77517276068435	0.77517276068435	1	0.999999999568384	1	1	1	0.999999999568384	0.999999999568384	1	1	1	1	0.535590380325959	1	1	0.559063242051956	1	0.535590380325959	1	1	0.916412795984749	1	0.996793281783595	1	1	1	1	1	1	1	1	1	1	1	1	1	0.993639591978535	0.992655005784791	1	0.999958992642238	1	0.86215841998737	0.999999962316789	1	1	1	1	1	1	1	1	1	0.86215841998737	1	1	1	1	1	1	1	1	1	1	1	0.00206124142956443	1	0.721976418921607	1	1	1	1	1	0.313655675342804	1	1
essential tremor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.51592849486895e-25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.839087564006779	0.890363786086239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fatigue syndrome, chronic	1	1	1	1	1	1	1	1	0.989860287594083	1	1	1	1	1	1	1	0.995215921850935	0.333459368368999	0.333459368368999	0.333459368368999	0.333459368368999	0.333459368368999	0.13377176474584	0.13377176474584	0.906583162049652	0.906583162049652	0.906583162049652	0.121448073877006	1	1	1	1	0.998778722582644	0.998778722582644	0.998778722582644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.211142575035002	0.9999946454395	1	0.66063213245241	0.66063213245241	1	1	1	1	1	1	0.999706757711807	1	1	1	1	1	0.999706757711807	1	1	1	1	1	0.333459368368999	1	1	1	7.42850183490994e-36	1	1	0.990158093020966	1	1	1	1	1	1	1	1	0.999999999887086	1	0.999999999887086	1	1	1	1	1	1	1	1	1	1	1	1	1	0.786334349965974	0.956940365658369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0155533066241197	1	1	1	1	1	1
fatty liver	1	0.0427723334446952	0.105304861401813	3.53795439780315e-96	9.06242171174351e-06	1	0.44332635884724	1	0.999773967046685	0.590728025811135	1	0.96590397328478	0.998942995530951	1	1	0.746916501851993	0.999995223184138	0.997101800008031	0.997101800008031	0.997101800008031	0.997101800008031	0.997101800008031	0.999999928559723	0.999999928559723	0.995931816792759	0.995931816792759	0.995931816792759	0.999015015274451	1	1	3.37247778819999e-163	1	0.999999208631206	0.999999208631206	0.999999208631206	0.739627668888231	0.948635369973524	1	0.159755089421796	1	1	8.39516345413446e-320	0.232540862827919	1	1	1	0.732920064462844	3.53795439780315e-96	0.560378093245371	0.939807411545926	0.939807411545926	0.939807411545926	0.939807411545926	1	1	1	1	1	1	1	1	1	1	1	2.53949819824997e-119	8.39516345413446e-320	1	0.873322050801957	1	0.9999997777607	0.9999997777607	1	1	0.995629087833743	1	0.99999999999995	7.53549432875859e-49	1	0.999980920214335	0.999980920214335	1	1	1	1	0.999649886362892	1	0.999999999999996	1	0.999649886362892	0.999649886362892	1	1	0.999999999999996	0.151028265255981	1	1	3.37247778819999e-163	1	0.997101800008031	1	0.98865771346938	1	0.872851446847746	1	1	0.962688773499651	1	0.999999993209936	1	1	1	1.1386375831108e-09	0.294550528258848	1	0.999999786457656	1	0.999999786457656	1	1	1	1	0.993761748327365	1	0.999998821842443	0.991356535415943	1	1	1	3.37247778819999e-163	1	0.999995603839503	0.999997883691329	1	0.939807411545926	0.999998821842443	1	1	0.0771373951135343	1	1	1	1	1	1	1	1	1	1	0.99997047644613	1	1	1	1	1	1	1	1
fibromyalgia	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.629882857598187	0.847667536009716	0.847667536009716	0.847667536009716	0.847667536009716	0.847667536009716	0.999999124200897	0.999999124200897	1	1	1	0.999958398740376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0805664627349064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999731310821	0.999999999997295	1	0.880801521820724	0.880801521820724	1	1	1	1	1	1	0.999999992101529	1	1	1	1	1	0.999999992101529	1	1	1	1	1	0.847667536009716	1	0.7638352503988	1	0.698362851295463	0.00405029126692031	1	0.999792045000097	1	1	1	1	1	0.337545645333594	0.10633452850988	1	0.999999999931381	1	0.999999999931381	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0913909481685101	0.245594103425381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
focal segmental glomerulosclerosis	1	1	1	1	1	1	1	1	1	1	1	0.321320169660784	0.055968465956268	1	1	0.120025867574875	0.966180035338573	0.00271073065172075	0.00271073065172075	0.00271073065172075	0.00271073065172075	0.00271073065172075	0.411464973985202	0.411464973985202	0.347342731386094	0.347342731386094	0.347342731386094	0.936182668517285	1	1	7.00258713136141e-120	1	1	1	1	1	1	0.126640729403889	1	1	1	0.991282117752615	1	1	1	1	1	1	1	0.896104773261741	0.896104773261741	0.896104773261741	0.896104773261741	1	1	1	1	1	1	1	1	1	1	1	1	0.991282117752615	1	1	1	1	1	1	1	8.39516345413446e-320	1	0.0104990193184978	1.30326906708254e-19	1	0.987852814902092	0.987852814902092	1	1	1	1	0.523233571796026	1	0.594410545664669	1	0.523233571796026	0.523233571796026	1	1	0.594410545664669	1	1	1	7.00258713136141e-120	1	0.00271073065172075	1	0.630246418537981	1	0.9870686211431	1	1	0.891347367999075	1	1	1	0.0270258059162206	1	1	1	1	0.0137474623638657	1	0.0137474623638657	1	8.39516345413446e-320	4.51245412907361e-31	1.07330185772017e-09	8.39516345413446e-320	1.80438523234401e-07	0.951793814641146	1	1	1	1	7.00258713136141e-120	1	0.998397235727227	0.983751578895191	1	0.896104773261741	0.951793814641146	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8830000457673	1	0.00683724061296653	1	1	1	1.22284754734395e-07	1	1
folic acid deficiency	1	1	1	1	1	1	1	1	0.988772598081556	1	0.635671386951885	0.322108818127587	0.870130499985694	1	1	1	0.994613680823126	1	1	1	1	1	0.999999646555057	0.999999646555057	0.979502386503156	0.979502386503156	0.979502386503156	0.999845573520304	1	1	0.999803147396333	1	1	1	1	0.258776534188093	0.483491904290597	1	1	1	1	0.698012368781956	1	1	1	1	1	1	1	0.896545053452421	0.896545053452421	0.896545053452421	0.896545053452421	1	1	1	1	1	1	1	1	1	1	1	1	0.698012368781956	1	0.0017823051154883	1	0.854135658927684	0.854135658927684	0.320315715803798	1	0.877670439438072	1	0.999600262947003	0.999969464914509	1	1	1	1	1	1	1	1	1	2.04289388504573e-80	1	1	1	1	1	2.04289388504573e-80	1	1	1	0.999803147396333	1	1	1	1	1	0.95204074226529	0.999999999999924	0.473901555206234	3.6526740851063e-17	1	1	1	1	1	1	1	1	0.999998142739547	1	0.999998142739547	1	1	1	1	1	1	1	2.22690424685998e-71	1	1	1	0.999803147396333	1	0.998416465605712	0.996398651505739	1	0.896545053452421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999946	1	1	1	1	1	1
food hypersensitivity	1	1	1	1	1	1	1	1	1	1	1	2.90620100476347e-228	1	1	1	1	0.999999985376666	0.988424244664344	0.988424244664344	0.988424244664344	0.988424244664344	0.988424244664344	2.6237500538363e-134	2.6237500538363e-134	3.76066709239193e-44	3.76066709239193e-44	3.76066709239193e-44	0.926423308326141	1	1	1	1	1.07081834659402e-16	1.07081834659402e-16	1.07081834659402e-16	1	1	1	1	1	1	0.999999925200917	1	1	0.343118287834179	1	1	1	1	0.999604217659301	0.999604217659301	0.999604217659301	0.999604217659301	1	1	1	1	1	1	1	0.489584421442632	1	1	1	1	0.999999925200917	0.0147870063805403	3.88724737022388e-14	1	0.999901493006611	0.999901493006611	0.736442583572285	1	1	1	3.31486018281947e-06	1	1	6.41043513462921e-219	6.41043513462921e-219	1	1	1	1	1	1	0.999999999999802	1	1	1	1	1	0.999999999999802	1	1	1	1	0.0147870063805403	0.988424244664344	1	1	1	0.999999999705225	1	1	0.985155124603174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.979795178954674	1	1	1	1	1	1	1	1	0.999999995032282	0.999999999998015	1	0.999604217659301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.03643541606009e-140	1	1	1	1	1	1
frontotemporal lobar degeneration	1	1	1	1	1	1	1	1	5.98272482585772e-13	1	7.7794484198152e-06	0.0156160187500339	1	1	1	1	1	0.982921987872325	0.982921987872325	0.982921987872325	0.982921987872325	0.982921987872325	1	1	1	1	1	1	1	1	0.244960560007192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.986996577658004	0.999794772325521	1	1	1	1	1	1	1	1	1	0.999923224010603	1	1	1	1	1	0.999923224010603	1	1	1	0.244960560007192	1	0.982921987872325	1	0.0104928838443169	1	1	1.15965491088424e-123	0.00315196658506758	1	1	1	1	1	1	1	1	1	0.493205936350763	1	0.493205936350763	1	1	1	1	1	1	1	0.573488028816342	1	1	1	0.244960560007192	1	0.943521394033339	0.969114894887498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999290993	1	1	1	1	1	1
