acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
kidney calculi	1	1	1	1	1	1	1	1	1	1	1	0.772741054273128	1	1	1	1	1	0.99999999999394	0.99999999999394	0.99999999999394	0.99999999999394	0.99999999999394	1	1	0.999998858066646	0.999998858066646	0.999998858066646	0.999999999999962	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999031516132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.841828347196067	1	1	1	1	1	1	1	1	0.999999031516132	1	1	1	1	1	1	1	2.13439721436241e-28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999999394	1	1	1	0.999999999806507	1	1	1	1	0.999736581741881	1	1	1	1	1	1	1	1	1	1	0.863442899191063	2.99392927131727e-15	1	0.981252298727717	0.000211161454567175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.137711244220974	1	1
kidney diseases	0.919933745697879	0.608300117821626	1	1	0.996848632143573	0.975013875514494	0.998485916451041	1	1	1	1	1	0.99873514581325	1	1	0.999999987450886	1	0.0759012157534154	0.0759012157534154	0.0759012157534154	0.0759012157534154	0.0759012157534154	1	1	0.00742215550974997	0.00742215550974997	0.00742215550974997	1	1	1	1	1	1	1	1	0.999154154620816	0.9999999151525	0.00689162039259664	1	0.999996125457492	0.999999982280764	1	1	1	1	0.997119624448549	0.999999999777612	1	0.999975313891378	0.999999986822995	0.999999986822995	0.999999986822995	0.999999986822995	1	1	1	1	1	0.996263125524233	1	1	1	1	1	0.999999999846461	1	1	1	1	1	1	0.999999999999997	1	8.39516345413446e-320	1	0.999955448210478	0.999999679300381	1	1	1	1	1	1	1	0.999999990331491	0.805666018049648	1	1	0.999999990331491	0.999999990331491	0.805666018049648	1	1	0.677925085506243	0.828283865259037	0.368407935908009	1	1	0.0759012157534154	0.828283865259037	1	1	0.716696912135261	1	1	1.72758438729668e-08	1	1	0.569083607456535	8.5026660617055e-05	0.999999794798643	0.999999999484526	1	0.485521676056331	1	1	1	0.999656146084053	8.39516345413446e-320	8.39516345413446e-320	8.93044558879297e-138	8.39516345413446e-320	2.28091888107456e-224	1	0.557726302934869	1	0.669672389923461	1	1	1	1	1	0.999999995811549	0.999999986822995	1	0.651214379746479	1	1	0.828196769776725	0.908682222359795	1	0.999939539442987	1	1	1	1	0.511162482289588	1	1	0.995007426881116	1	1	1	0.999999999987855	6.54211822316769e-09	1	0.939513590966048
kidney failure	0.818809511147397	1	1	0.999999981733667	0.82431765850137	0.887714909210631	0.977450541011973	1	1	1	1	0.999999994189635	0.631011598275049	1	1	0.999462499289196	1	0.955050361236371	0.955050361236371	0.955050361236371	0.955050361236371	0.955050361236371	1	1	0.99801108354948	0.99801108354948	0.99801108354948	1	0.999999999997616	1	1	1	1	1	1	0.764051408049449	0.944112349187312	0.358669293653891	1	0.99613313824887	0.990995815429579	1	1	1	1	1	0.999805759347368	0.999999981733667	0.969015743236961	1	1	1	1	1	1	1	1	1	0.815041802109078	1	1	1	1	1	1	1	0.999999998620339	0.999999996207972	1	1	1	0.999986761783573	1	6.33084794170839e-222	1	1	1	1	1	1	1	1	1	1	0.0498917629618755	0.0801873899675054	0.999998716419633	1	0.0498917629618755	0.0498917629618755	0.0801873899675054	1	0.999998716419633	0.285319432445356	0.239791860780327	0.0584819865505519	1	0.999999998620339	0.955050361236371	0.239791860780327	0.999999947130092	1	1	1	1	0.00382363075966003	1	0.951031845343833	0.704595590053344	0.453268514869849	1	0.999744860595938	1	0.181810721772912	1	1	1	1	1.70545439701302e-97	7.58702187017853e-156	6.51650403788266e-07	6.56733019666931e-70	3.21603488502028e-60	1	7.97341628876477e-08	1	0.284258451632116	1	1	0.999999999999107	1	1	0.997045609692294	1	1	0.0146548277140097	1	1	0.396387072199421	1	1	1	1	1	1	1	1	1	0.999834693473944	1	1	1	1	0.999818327411645	0.706111605852734	1	0.000795460964181865
kidney failure, acute	0.818809511147397	1	1	0.999999981733667	0.82431765850137	0.887714909210631	0.977450541011973	1	1	1	1	0.999999994189635	0.631011598275049	1	1	0.999462499289196	1	0.955050361236371	0.955050361236371	0.955050361236371	0.955050361236371	0.955050361236371	1	1	0.99801108354948	0.99801108354948	0.99801108354948	1	0.999999999997616	1	1	1	1	1	1	0.764051408049449	0.944112349187312	0.358669293653891	1	0.99613313824887	0.990995815429579	1	1	1	1	1	0.999805759347368	0.999999981733667	0.969015743236961	1	1	1	1	1	1	1	1	1	0.815041802109078	1	1	1	1	1	1	1	0.999999998620339	0.999999996207972	1	1	1	0.999986761783573	1	6.33084794170839e-222	1	1	1	1	1	1	1	1	1	1	0.0498917629618755	0.0801873899675054	0.999998716419633	1	0.0498917629618755	0.0498917629618755	0.0801873899675054	1	0.999998716419633	0.285319432445356	0.239791860780327	0.0584819865505519	1	0.999999998620339	0.955050361236371	0.239791860780327	0.999999947130092	1	1	1	1	0.00382363075966003	1	0.951031845343833	0.704595590053344	0.453268514869849	1	0.999744860595938	1	0.181810721772912	1	1	1	1	1.70545439701302e-97	7.58702187017853e-156	6.51650403788266e-07	6.56733019666931e-70	3.21603488502028e-60	1	7.97341628876477e-08	1	0.284258451632116	1	1	0.999999999999107	1	1	0.997045609692294	1	1	0.0146548277140097	1	1	0.396387072199421	1	1	1	1	1	1	1	1	1	0.999834693473944	1	1	1	1	0.999818327411645	0.706111605852734	1	0.000795460964181865
kidney failure, chronic	1	1	1	0.999999937259017	0.66165500783355	1	1	1	1	1	1	0.999998632051611	0.922220876261044	1	1	0.999979516471713	1	0.115587211895745	0.115587211895745	0.115587211895745	0.115587211895745	0.115587211895745	1	1	0.95449968345387	0.95449968345387	0.95449968345387	1	0.999997909060308	1	1	1	1	1	1	0.78945650955792	0.953299815503754	0.914493491098385	1	0.993050472081107	0.972292592435959	1	1	1	1	1	1	0.999999937259017	0.963674637517506	0.999999999999817	0.999999999999817	0.999999999999817	0.999999999999817	1	1	1	1	1	0.650631202399801	1	1	1	1	1	1	1	0.999988585865272	0.999999925210699	1	1	1	0.99908753515024	1	5.9351040425772e-27	1	1	1	1	0.999999999999999	0.999999999999999	1	1	1	1	0.999999948730903	0.627360656930491	0.65836540226753	1	0.999999948730903	0.999999948730903	0.627360656930491	1	0.65836540226753	1	1	1	1	0.999988585865272	0.115587211895745	1	0.999983357545235	1	1	1	1	0.0113176101930255	1	0.108704566570866	0.532269654541469	0.989860893993794	1	0.994233413248996	1	0.11753865139097	1	1	1	1	3.76157204330218e-28	6.75952351619662e-15	0.18085123157627	2.90609511927937e-35	9.15954404566271e-06	1	7.41844384402492e-15	1	1	1	1	0.99999999644251	1	1	1	0.999999999999817	1	0.162609435705981	1	1	0.573798442238909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0030956082795428
leprosy	1	1	1	1	1	1	1	1	1	1	1	0.635220942141446	1	1	1	1	0.999999999473915	2.12377412364558e-12	2.12377412364558e-12	2.12377412364558e-12	2.12377412364558e-12	2.12377412364558e-12	3.50724997565935e-37	3.50724997565935e-37	5.96588784547698e-42	5.96588784547698e-42	5.96588784547698e-42	0.250766953716444	1	1	1	1	2.28480579890156e-09	2.28480579890156e-09	2.28480579890156e-09	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.981339074096745	0.981339074096745	0.981339074096745	0.981339074096745	1	1	1	1	1	1	1	1	1	1	1	1	1	2.3983689724534e-24	0.999645188219906	1	0.87553072294231	0.87553072294231	1	1	1	1	0.00198672595960056	1.03920892414149e-138	1	0.204487492878958	0.204487492878958	0.491231780684597	0.491231780684597	0.491231780684597	1	1	1	0.967965495776005	1	1	1	1	1	0.967965495776005	1	1	1	1	2.3983689724534e-24	2.12377412364558e-12	1	1	1	0.963517988460031	1	1	0.538605276835385	1	0.999995908396896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998563234086039	0.998772657923965	1	1	1	1	1	0.999999999968293	0.999999999999996	1	0.981339074096745	0.998563234086039	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.09265291288708e-115	1	1	1	1	1	1
leprosy, lepromatous	1	1	1	1	1	1	1	1	1	1	1	0.341158465453186	1	1	1	1	1	3.33409598393511e-17	3.33409598393511e-17	3.33409598393511e-17	3.33409598393511e-17	3.33409598393511e-17	5.88269080763915e-22	5.88269080763915e-22	3.0243685223352e-11	3.0243685223352e-11	3.0243685223352e-11	0.100522435052799	1	1	0.717610191818336	1	2.05662225167515e-07	2.05662225167515e-07	2.05662225167515e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.32239813442028e-09	1	1	0.0361595041665313	0.0361595041665313	1	1	1	1	0.0358948832017608	6.26265424495321e-38	1	0.00585513621365806	0.00585513621365806	1	1	1	1	1	1	3.78403927580052e-07	1	1	1	1	1	3.78403927580052e-07	1	1	1	0.717610191818336	2.32239813442028e-09	3.33409598393511e-17	1	1	1	0.0821654893665229	0.961671971297809	1	0.019931210962227	1	1	1	1	1	1	1	1	0.999963737047723	1	0.999963737047723	1	1	1	1	1	1	1	1	1	1	1	0.717610191818336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.07555705400137e-45	1	1	1	1	1	1
lewy body disease	1	1	1	1	1	1	1	1	1.0186828266958e-08	1	0.0133370774127519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999874015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999874015	1	1	1	1	1	1	8.39516345413446e-320	0.266001073166613	1	1	1	1	1	1	1	1	1	0.992993191595903	1	0.992993191595903	1	1	1	1	1	1	1	1	1	1	1	0.999999999874015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999869446	1	1	1	1	1	1
lichen planus, oral	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.417222605454104	0.417222605454104	0.417222605454104	0.417222605454104	0.417222605454104	3.46055963003373e-20	3.46055963003373e-20	0.0031913681874699	0.0031913681874699	0.0031913681874699	1.24981543232789e-22	1	1	2.5998793599646e-54	1	1.35244158814037e-14	1.35244158814037e-14	1.35244158814037e-14	1	1	1	1	1	1	1	1	1	1	0.0366172708881717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.48438421299597e-07	1	1	0.0554749599523285	1	1	5.26458392960971e-22	1	1	8.5824289767301e-96	8.5824289767301e-96	1.0946440154979e-189	1	0.175916859265248	1	0.404661098525786	0.0661518456602379	1	1.49432435014391e-08	1.49432435014391e-08	1	1	1	1	0.632358699442856	1	0.965238729513261	1	0.632358699442856	0.632358699442856	1	1	0.965238729513261	1	1	1	2.5998793599646e-54	5.26458392960971e-22	0.417222605454104	1	1	1	0.0292862806510269	0.999999998566366	1	0.840468402874512	1	1	1	1	1	1	1	1	0.997697276748937	1	0.997697276748937	1	1	1	1	1	1	1	1	1	1	1	2.5998793599646e-54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.279850484336188	1	4.11442757949871e-48	1	1	1	1	1	1
liver cirrhosis	1	1	1	0.00200704422532205	1	1	0.36502287914275	0.298252267783019	0.99999999973773	0.416497604194645	0.993456881693261	0.999999030191496	0.998866024068884	0.999919863625305	1	0.99943014822126	1	0.0473081137650707	0.0473081137650707	0.0473081137650707	0.0473081137650707	0.0473081137650707	0.000555260807628814	0.000555260807628814	6.30209959481709e-07	6.30209959481709e-07	6.30209959481709e-07	0.965044794300924	0.999999999999997	1	6.52845788990938e-14	1	0.999999999999995	0.999999999999995	0.999999999999995	1	0.998716889378147	0.655943816502436	1	0.998408160018471	0.699169448222665	8.39516345413446e-320	0.254406202767265	1	1	1	0.992265762534728	0.00200704422532205	1	0.999999999770046	0.999999999770046	0.999999999770046	0.999999999770046	1	1	1	1	1	1	1	1	1	1	1	8.39516345413446e-320	8.39516345413446e-320	0.999784259451828	0.98927715306998	1	1	1	1	1	0.999999987881182	1	0.980820582947725	3.01804963803606e-19	1	0.995863733237519	0.995863733237519	0.999999999932548	0.999999999932548	0.999999999932548	1	0.00639398755675276	0.794022515385115	0.99977133487062	1	0.00639398755675276	0.00639398755675276	0.794022515385115	0.298252267783019	0.99977133487062	1.2314693283698e-30	0.414430065769036	1	6.52845788990938e-14	0.999784259451828	0.0473081137650707	0.414430065769036	0.997093460369421	1	0.000166449795287968	1	1	0.00399223133117083	1	1	1	0.130574820773318	1	1	1	1	0.999999993148603	1	0.999999993148603	1	0.99991403073295	0.999887787795874	1	0.93061550717357	0.979075178920982	1	0.981263854010108	1	1	1	6.52845788990938e-14	0.999996576749811	1	1	0.963613852918263	0.999999999770046	1	0.982952103988479	1	1	1	1	1	1	1	1	1	1	1	1	0.695229200520057	0.59761153513261	0.778626636320367	1	1	1	1	1	0.998789916919654
liver cirrhosis, alcoholic	1	1	1	0.713761468019021	1	1	1	1	0.954773617958877	1	1	1	1	1	1	1	0.999439433793746	9.57583393003227e-05	9.57583393003227e-05	9.57583393003227e-05	9.57583393003227e-05	9.57583393003227e-05	0.3802652986813	0.3802652986813	0.000226464450503168	0.000226464450503168	0.000226464450503168	0.803613036203838	1	1	0.999998760680276	1	0.999138924468711	0.999138924468711	0.999138924468711	1	1	1	1	1	1	1.23276340005417e-20	1	1	1	1	1	0.713761468019021	1	0.961274063223537	0.961274063223537	0.961274063223537	0.961274063223537	1	1	1	1	1	1	1	1	1	1	1	4.01001995497229e-20	1.23276340005417e-20	1	1	1	1	1	1	1	0.95076136695656	1	0.559874133550491	0.11054405440812	1	0.951294553460094	0.951294553460094	1	1	1	1	1	1	0.370834631373909	1	1	1	1	1	0.370834631373909	1	1	1	0.999998760680276	1	9.57583393003227e-05	1	1	1	0.305696008962427	1	1	8.45460247423972e-05	1	0.982613674636405	1	1	1	1	1	1	0.999975871008918	1	0.999975871008918	1	1	1	1	0.0246971032168414	1	1	0.935428273407084	1	1	1	0.999998760680276	0.785202696874684	0.999006046060206	0.999830210844563	1	0.961274063223537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.223272162967787	1	1	1	1	1	1
liver cirrhosis, biliary	1	1	1	0.984329792961153	1	1	1	1	0.999278715790581	1	0.803499011091063	1	1	0.600841421071293	1	1	0.968089351830062	0.000296421744562189	0.000296421744562189	0.000296421744562189	0.000296421744562189	0.000296421744562189	7.69692316534081e-38	7.69692316534081e-38	1.18566619468588e-36	1.18566619468588e-36	1.18566619468588e-36	4.11472878034896e-12	1	1	2.21661189690323e-07	1	0.115697244303408	0.115697244303408	0.115697244303408	1	1	1	1	1	1	4.83969913635104e-18	1	1	1	1	1	0.984329792961153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.65750580398816e-05	4.83969913635104e-18	0.180712766792578	1	1	0.9111646319895	0.9111646319895	1	1	0.966147169638106	1	1.43916118176593e-23	0.10540713480254	1	0.714061045752548	0.714061045752548	0.733352071184704	0.733352071184704	0.733352071184704	1	1	1	0.854552446267302	1	1	1	1	1	0.854552446267302	1	1	1	2.21661189690323e-07	0.180712766792578	0.000296421744562189	1	1	1	3.93637242515288e-08	1	1	0.413837605577319	1	0.802152312816189	1	1	1	1	1	1	0.999835294177835	1	0.999835294177835	1	0.598101256971464	1	1	1	1	0.955883795001406	0.954082222861592	1	1	1	2.21661189690323e-07	1	0.977277942054808	0.994909823406357	1	1	0.955883795001406	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997528270274246	1	2.38235768092328e-100	1	1	1	1	1	1
liver diseases	0.982467390243446	0.258492673456258	0.920246493558594	0.556698463668194	0.72407883467278	1	0.848905308833109	0.887591693191138	1	0.980667618153159	1	0.99999999999238	1	1	1	0.999999999964442	1	0.999999993214353	0.999999993214353	0.999999993214353	0.999999993214353	0.999999993214353	9.25273173399838e-66	9.25273173399838e-66	4.17100900756432e-37	4.17100900756432e-37	4.17100900756432e-37	4.38117253241147e-194	1	1	8.39516345413446e-320	1	0.000345952893273781	0.000345952893273781	0.000345952893273781	0.999999650160933	0.999999999999997	0.997936397305973	0.90444060048947	0.99995616291915	0.999921053264339	8.39516345413446e-320	0.937891306348648	1	0.999631116956578	1	0.999999999523803	0.556698463668194	0.999999992264537	0.999999999999998	0.999999999999998	0.999999999999998	0.999999999999998	1	0.999999999999998	0.540081398945779	1	0.927133745608201	1	1	0.999999997693926	1	1	1	8.39516345413446e-320	8.39516345413446e-320	1	0.999999999999999	1	1	1	0.999999999999135	1	0.999999976522028	1	0.999999999999979	2.400896500078e-35	0.999999999999664	1	1	1	1	1	0.999999993860354	0.999999632298318	0.863703306185588	1	0.999995023075494	0.999999632298318	0.999999632298318	0.863703306185588	0.887591693191138	1	2.83499847037023e-47	0.974400990559215	0.746599292280354	8.39516345413446e-320	1	0.999999993214353	0.974400990559215	1	1	9.24908092384102e-135	1	1	0.999990867910469	1	1	0.797932894169895	0.953972236995302	0.971606254276354	0.946299567767144	0.999640101847059	1	1	1	1	1	1	0.999999920801649	0.987134202337438	0.999999999992591	0.999945048573577	1	0.999993161244305	0.996366652916125	1	1	8.39516345413446e-320	1	1	1	0.999999971501954	0.999999999999998	1	0.99999996256145	1	0.838678755972554	0.99180933610797	1	1	0.999966231438635	1	1	0.636335687117385	1	1	1	0.999999999999997	0.917581341555375	5.26407464658116e-93	1	1	1	0.986417778247199	1	1
liver diseases, alcoholic	1	1	1	0.717021438750507	1	1	1	1	0.998363640956934	1	1	0.959573139100857	1	1	1	0.807919384054379	0.999999480943148	3.83970155822505e-08	3.83970155822505e-08	3.83970155822505e-08	3.83970155822505e-08	3.83970155822505e-08	0.029993091954193	0.029993091954193	1.20858288237634e-08	1.20858288237634e-08	1.20858288237634e-08	0.31636891024411	0.996347902586045	1	2.57500939129291e-08	1	0.999984743679395	0.999984743679395	0.999984743679395	1	1	1	1	1	1	1.09560437294488e-187	1	1	1	1	1	0.717021438750507	1	0.998135082726648	0.998135082726648	0.998135082726648	0.998135082726648	1	1	1	1	1	1	1	1	1	1	1	2.61145627227058e-51	1.09560437294488e-187	1	0.191144810372139	1	0.999920836571542	0.999920836571542	1	1	0.997033287322286	1	0.604518974917995	3.43379944423728e-46	1	0.993568942142551	0.993568942142551	1	1	1	1	1	1	0.209951490177413	1	1	1	1	1	0.209951490177413	1	1	1	2.57500939129291e-08	1	3.83970155822505e-08	1	1	1	0.173321245618501	1	1	7.04370937713349e-16	1	0.996864643087357	1	1	1	1	1	1	0.999999999999452	1	0.999999999999452	1	1	1	1	0.00494434606234441	1	1	0.968441902105683	1	1	1	2.57500939129291e-08	0.796728334726219	0.99998023411055	0.999999894657605	1	0.998135082726648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039102299381615	1	1	1	1	1	1
low tension glaucoma	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.642474254712806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.142657629625779	0.142657629625779	0.142657629625779	0.142657629625779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.642474254712806	1	1	1	1	1	1	1.39048093563433e-32	1	1	1	1	1	1	1	1	1	1	0.85418012932743	1	0.85418012932743	1	1	1	1	1	1	1	1	1	1	1	0.642474254712806	1	1	1	1	0.142657629625779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lumbar disc disease	1	1	1	0.999999999999993	1	1	1	1	1	1	1	0.99999996696414	1	1	1	1	1	1	1	1	1	1	1	1	0.999999894002573	0.999999894002573	0.999999894002573	0.999999999996014	5.1897519239296e-20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999993	1	0.999999999999992	0.999999999999992	0.999999999999992	0.999999999999992	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999417159687	0.999999999999018	0.707697036387771	1	1	0.99977898768377	1	1	1	1	1	0.999823279481223	1	1	0.999998104933962	0.999998104933962	0.999998104933962	1	0.291736894210844	0.900209052683722	1	1	0.291736894210844	0.291736894210844	0.900209052683722	1	1	1	0.557110203143933	1	1	0.999999417159687	1	0.557110203143933	0.999999991671566	1	1	1	1	1	1	0.556691284545892	1	0.996000046696625	0.994740423162891	1	1	1	1	1	1	1	1	1	1	0.999999999483351	1	1	1	1	1	1	1	0.999999999930885	1	1	0.987281687083551	0.999999999999992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999882003420573	4.88807117141259e-17	1	0.394219442327107	1	1	1	1	1
lumbar spondylosis	1	1	1	0.999999999999993	1	1	1	1	1	1	1	0.99999996696414	1	1	1	1	1	1	1	1	1	1	1	1	0.999999894002573	0.999999894002573	0.999999894002573	0.999999999996014	5.1897519239296e-20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999993	1	0.999999999999992	0.999999999999992	0.999999999999992	0.999999999999992	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999417159687	0.999999999999018	0.707697036387771	1	1	0.99977898768377	1	1	1	1	1	0.999823279481223	1	1	0.999998104933962	0.999998104933962	0.999998104933962	1	0.291736894210844	0.900209052683722	1	1	0.291736894210844	0.291736894210844	0.900209052683722	1	1	1	0.557110203143933	1	1	0.999999417159687	1	0.557110203143933	0.999999991671566	1	1	1	1	1	1	0.556691284545892	1	0.996000046696625	0.994740423162891	1	1	1	1	1	1	1	1	1	1	0.999999999483351	1	1	1	1	1	1	1	0.999999999930885	1	1	0.987281687083551	0.999999999999992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999882003420573	4.88807117141259e-17	1	0.394219442327107	1	1	1	1	1
lung diseases	0.738191388470557	1	1	1	1	1.40949415072852e-132	0.961537037021585	0.865096469664989	1	0.999999999999994	1	1.14999912600176e-113	0.280552934485528	8.39516345413446e-320	4.67453782132832e-117	1	1	0.413439666060223	0.413439666060223	0.413439666060223	0.413439666060223	0.413439666060223	8.39516345413446e-320	8.39516345413446e-320	1.16757088828885e-32	1.16757088828885e-32	1.16757088828885e-32	4.05943448354875e-07	1	1	1	1	3.48899539639509e-56	3.48899539639509e-56	3.48899539639509e-56	0.99999999999752	1.84595480390252e-06	0.986057265995164	0.998301690445292	0.999999591131223	0.999999999896148	1	0.74114737849802	0.989047524788135	0.999996778476786	0.999993322330949	1	1	0.999999999958443	1	1	1	1	1	1	0.125515011494848	1	4.05783909452968e-37	0.995914694319299	0.0757685436146323	0.999999999999602	1	1	0.999999999995218	0.999999999999817	1	2.14000663768601e-56	0.00691866611699144	1	1	1	0.999999999999999	1	1	1	1	8.39516345413446e-320	0.999999999999632	5.79513152525908e-237	5.79513152525908e-237	1	1	1	0.999999999999943	1	0.999360065449053	1	0.999995654126025	1	1	0.999360065449053	0.865096469664989	1	0.982422604664196	0.968773443202132	0.890672304048074	1	2.14000663768601e-56	0.413439666060223	0.968773443202132	1	1	8.09921235619607e-43	1	1	8.39516345413446e-320	1	1	0.998994583814254	0.811131282891319	0.999999976212	1	0.969140426591607	1	1	1	1	1	0.99999999999999	1	0.999105145764819	1	0.999999999983243	8.39516345413446e-320	1	1	1	1	1	1	1	1	0.999999999997147	1	8.39516345413446e-320	0.999999999999667	1	0.789658714395558	1	0.982908417240482	1	7.46860066934828e-155	1	1	1	0.809871188133227	1	3.37875554014958e-27	1	0.999883489955789	5.05508278475304e-223	1	1	1.28509188224482e-88	0.999023443264877	1	0.0660861235192812
