acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
infertility, male	0	0	0	0	0	0.000117351644412363	0	0	0	0.000205321571538003	6.22459755742888e-05	0.00808515907673019	0	0.000173020890613068	8.13066324259592e-05	0	0	0	0.0006537732136946	0.000275859455785215	0	0	0	0	0	0	0	0	0	0	0	0.000427873010907059	0	0.000282164618737301	0.000518418070497021	0.000140711962250416	0.00143322012352406	6.96943660130493e-05	0.000212736490632292	0.000212736490632292	0.000209599991530148	0	0.000512017444726894	0	0	0.00808515907673019	0	0.000205321571538003	0	0	0.000210938558461288	0.000328724433590087	0	0.000519383864943654	8.66259495481268e-05	0	0	0	0	0	0.00808515907673019	0	0.000470594788657142	0.000101670929906749	0	0	0.00023533716195467	0.000490998442994181	0	0	0	0	0
inflammatory bowel diseases	0	0	0	2.57218215553686e-05	0.000572109799812673	0	0	0	4.76921919524864e-05	0.00640422144186243	3.82835960881777e-05	0.00744886316844452	7.62879188123468e-05	0.00491634063958341	0.000175023137837987	0.000224507719521756	0.00394883322548635	0	0	0.000678655407675734	0	0	0	0	0	0	0	0	0.000286362200536868	0.000118060967487472	0.000333399482648548	3.75939795429566e-05	0	0.00490255478355386	0.00619001891135139	8.65431038371416e-05	0.00435556710944454	4.28646339534166e-05	0.00111214743356919	0.00111214743356919	0.000386735431895463	0	0.00614074151512501	0	0	0.00744886316844452	0.000286362200536868	0.00640422144186243	0	5.45765947760754e-05	0.00263794661057731	0.000588153555106644	6.7989253183816e-05	0.00739276457064432	0.000319669135168172	0.00010826345591462	0	0.00010216693693886	0.000394094904367412	0	0.00744886316844452	0.00017171955618018	0.000108537503693611	0.00140695679547693	0	0	0.00130267017147996	0.0143521085973187	0	0	0	0	0
intracranial aneurysm	0	0	0	4.28711417524329e-05	0.00108068812218394	0	0	0	0	3.00677766910647e-05	0	0.00033828852093516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23114950603177e-05	0.000494778334139177	0	0.000129634325246868	0	5.45188612248665e-05	5.45188612248665e-05	0	0	8.74778869414425e-05	0	0	0.00033828852093516	0	3.00677766910647e-05	0	9.09640449053605e-05	3.60387318024093e-05	0.000428876364403954	0	5.07065346360107e-05	0	0	0	0	0	0	0.00033828852093516	0	0.00030150318710825	0	0	0	4.02072192238908e-05	0.000105962276897144	0	0	0	0	0.000334119494725778
ischemic stroke	0	0	0.000126583130349201	0.00960103188705894	0.0025593771897098	0	0	5.9222674618343e-05	0.000280028028848097	0.00142240090833637	0	0.00170247252725318	0	0.000249927590463346	4.19453286390242e-05	0	0	0	0	0.000370014591469379	0	0	0	0	0	0	0	0	4.80398747947383e-05	2.47572570926381e-05	0	9.46010018200922e-05	0	0.000218349118210354	0.00181679525631864	0	0.000217466121041392	0	0.00301809087448403	0.00301809087448403	0.00032439200586034	0	0.00223642762145523	0	0.00109228695263847	0.00170247252725318	4.80398747947383e-05	0.00142240090833637	0.00109228695263847	9.15572228056085e-05	0.000326463668213954	0.0140499307527932	0.00587399639397469	0.00216908069010658	6.70342716340986e-05	0.00181621836165295	0	0	9.91695298518497e-05	0	0.00170247252725318	0.000342089348082436	6.06938587820964e-05	2.62255392993758e-05	0	0	0.00376365523258813	0.000933216011813856	0	0	0	0	0.000336298292958855
kidney diseases	0.000257657849544828	0.000227728798392999	0.000230577758137544	0.000108076724963796	0.00225817500364108	2.75694687069086e-05	0	0.000566355211870362	0.00104749726479504	0.00629827983617729	0.000424080685407262	0.0116163621582824	5.82805353656224e-05	0.00325182935665511	0.000993272781279947	0	0	0.000194104000616841	0.000115193401719832	0.000790654820362141	0	3.42636805900466e-05	0	5.75080489167922e-05	0	0	0	4.29753480722896e-05	0.000415658874558576	0.000214209001673134	0	0.0421180381302129	0	0.00671729005670756	0.00886982935389242	3.30575175096726e-05	0.00149537510031193	0.000392959806052893	0.0022490220932166	0.0022490220932166	0.000689379736513512	0	0.00740575969639737	0.000327098693483882	0.000426355182142492	0.0116163621582824	0.000415658874558576	0.00629827983617729	0.000426355182142492	0.000375246551531403	0.00489777278837173	0.00231448065241837	5.19407284449388e-05	0.00826243341686976	0.00230984632431759	0.00186093913771633	0.000169676654886814	0.000117076410147767	0.00272469041545668	0	0.0116163621582824	0.000778916933342371	0.00194856750771617	0.000644910988947508	0	0	0.00285653909654335	0.0108915118905788	0	0	7.64968291579383e-05	0.00202876938259123	0.00132726714998313
kidney failure, chronic	0	0	0	6.77200022656862e-05	0.000970689013198793	0	0	6.19620567663245e-05	0.000355762523674928	0.00286556688918039	0.000436767249774548	0.00188215735036946	0	0.000448265397793068	0.000460798130700901	0	0	0	0	0.000476467507264116	0	0	0	0	0	0	0	0	0.000150785968461989	0.000155414517757433	0	0.0039920655087321	0	0.00157375973864026	0.00223854358252188	0	0.00047780282247411	0	0.000516713656985038	0.000516713656985038	0.000339396962585588	0	0.0044125989001846	0	0	0.00188215735036946	0.000150785968461989	0.00286556688918039	0	0.000191584519726875	0.000721080507639916	0.000892527425024565	0	0.00357766266544773	0.00203391453966599	9.50114343450516e-05	0	8.96611616467959e-05	0.0030781148094683	0	0.00188215735036946	0.0002825628209435	0.000158753228702488	8.23158544561286e-05	0	0	0.000444584166865352	0.00288730255562286	0	0	0	0	0.00134877359958132
lupus erythematosus, discoid	0	0	0	0	0	0	0	0.000336752394583684	0.000227471053402283	0.00086043257282636	0	0.00112940466573004	0	0.00101510003321544	0	0	0	0	0	0.000485533755614392	0	0	0	0	0	0	0	0	0.00136582339255055	0.0023931731599587	0	0	0	0.00151748460412939	0.000996359434581683	0	0.00012365574076729	0.000408891394583032	0	0	0	0	0.000750991575796889	0	0	0.00112940466573004	0.00136582339255055	0.00086043257282636	0	0	0.000206260004154954	5.84424406740821e-05	0	0.00493353683295068	0	0	0	0	0.000187966162524542	0	0.00112940466573004	0.000204756935752675	0.000862794631157389	0	0	0	0	0.00276693961666349	0	0	0	0	0
lupus erythematosus, systemic	0.000249045216406383	0	0	0.000199431433972564	0.00139410639298036	0	0	0.000312813638157977	0.000554664579833808	0.00915160603930603	0.000212019878281637	0.00517814939302326	8.44986203683619e-05	0.00775567738534732	0.000276943563843221	0	0	0	0.000111342874709943	7.51697602279414e-05	0	0	0.000692011032620539	0	0	0	0	0	0.000888111662942265	0.00143844371823052	0	0.00462205522845455	0	0.0325972543876992	0.00489557248309655	0	0.000574327054100922	0.000189912242360049	0.000978230190556206	0.000978230190556206	0	0	0.00842940282194306	0	0.000618155348984541	0.00517814939302326	0.000888111662942265	0.00915160603930603	0.000618155348984541	0	0.0043348951430093	0.00108575872267767	0	0.0163094687489166	0.000118024807931914	0	0.000123003702322814	0.000113162940515267	0.000698416760748929	0	0.00517814939302326	0.000309077203137169	0.000801461049413393	0.000311676894550311	0	0	0.000988635688749248	0.0262569979473607	0	0	0	0	0
lupus vulgaris	0	0	0	0	0	0	0	0	0	0.000453419259648858	0	0.000680181233156976	0	0.00106984770234392	0	0	0	0	0.000631641365717858	0	0	0	0	0	0	0	0	0	0.00107961504077032	0.000370918356741946	0	0.000236221969245567	0	0.00218090116148127	0.000829023443567778	0	0.000651624499126797	0	0.000205534831752491	0.000205534831752491	0.000810018043757903	0	0.000527663340594417	0	0	0.000680181233156976	0.00107961504077032	0.000453419259648858	0	0	0.000271730352071361	0.000153986082229957	0	0.000669068573857844	0	0	0	0	0	0	0.000680181233156976	0	0.000227331992792502	0	0	0	0.000151580276123754	0.0026964583134683	0	0	0	0	0
macular degeneration	0	0	0	0.000450332504167331	0.000816149797683105	0	0	0	9.27761502468515e-05	0.000280748237491645	7.44735043045423e-05	0.00161881363339272	0.000593614940139895	0.000124205350687801	0.000194556829870417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114832655089733	0	0	0	2.81327263252044e-05	0.00132606354121272	0	0	0.00075046543289735	0.000127263102591498	0.000127263102591498	0	0	0.000428818298941302	0	0	0.00161881363339272	0	0.000280748237491645	0	0	8.41250297529252e-05	0.00653114184743315	0.000132260248697252	0.000118364007876575	0	0.000421212204387035	0	0	0	0.0153653048796603	0.00161881363339272	8.35119895535882e-05	0.000140759473586069	6.08215259396199e-05	0	0	9.38555089018441e-05	0.00034010241120882	0	0.00182837661907758	0	0	0
malaria	0	0	0	0.000306992052808639	0.000537977617147571	0	0	0	5.17463843577368e-05	0.00426704484970458	0	0.00345745321029523	0	0.00320979660557148	0.00453050509930466	0	0	0	0	3.68173092222638e-05	0	0	0	0	0	0	0	0	0	0	0	0.000163158993984155	0	0.0042366174249206	0.00495067485869543	0	0.000253169080402588	0	7.09816628921961e-05	7.09816628921961e-05	0	0	0.00545548280057175	0	0	0.00345745321029523	0	0.00426704484970458	0	0.000355296076938483	0.0026510464740635	0.000299133280633219	7.37688473398381e-05	0.00161744458053568	2.89036165364297e-05	0.000117466658006327	0.000843441759324191	0	0.00748292848994903	0	0.00345745321029523	2.32896250729369e-05	7.85093345951226e-05	0.00010177057520025	0	0	0.000157045206924523	0.0117955118172187	0	0	0	0	0
malaria, falciparum	0	0	0	0.000526741014114948	0.000937270155582832	0	0	0	4.88329209118048e-05	0.00413762783161672	0	0.00254927046949264	0	0.00161260174359052	0.00174089171010856	0	0	0	0	6.94887873520563e-05	0	0	0	0	0	0	0	0	0	0	0	7.69863474344042e-05	0	0.00201384983811348	0.00193632140683138	0	0.000159276644272641	0	0	0	0	0	0.00305245106032781	0	0	0.00254927046949264	0	0.00413762783161672	0	0.000111763977591588	0.00185973419219584	0.000351295785279229	0.000139230917584398	0.00127717343855364	0	0.000221705925598234	0.00136449201194315	0	0.00137197170710946	0	0.00254927046949264	0	0	6.40270750196501e-05	0	0	9.88020871990533e-05	0.00743720205291601	0	0	0	0	0
meningococcal infections	0	0	0	0.000129163391469075	0.000191525165710449	0	0	0	0.000179616514889424	0.00126824670247679	0	0.000747417181818959	0	0.000213745854696038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000907758844528158	0.000634920193900037	0	0	0	0	0	0	0	0.00105422343273737	0	0	0.000747417181818959	0	0.00126824670247679	0	0	0.000162867769561308	6.15300414917479e-05	0	0.00255889892908902	0	0	0	0	9.89483468330639e-05	0	0.000747417181818959	5.38936370866374e-05	0	0.000628009130390459	0	0	0	0.000857974034472264	0	0	0	0	0
mental disorders	0	0.000100118224952088	7.60280518572933e-05	0.0103797871542795	0.000643705390384763	1.81808775786305e-05	0	5.33552681695007e-05	0.000474535376126263	0.00215397443395327	2.89306502864652e-05	0.00289718224026559	7.68670074830933e-05	0.000343110631944115	0.000472370648661104	0	0	0	7.59650886565492e-05	0.000401736592484393	0	0	0	0	0	0	0	0	8.65607782499107e-05	9.6652682990151e-05	0	0.000227276094446033	0	0.00123129941396689	0.00211039022998734	0	0.000378780520739008	0.000248342569745964	0.000387262567275597	0.000387262567275597	6.4945179176205e-05	9.38177310288199e-05	0.00218408337652304	0	4.68604809058514e-05	0.00289718224026559	8.65607782499107e-05	0.00215397443395327	4.68604809058514e-05	0.000192468067621656	0.00199347811237999	0.0328193154531816	0.00236343450908186	0.001383254283833	0.000201309805894104	0.000709054225566589	2.79736120710559e-05	2.57356172132627e-05	0.00054599381655257	0	0.00289718224026559	0.000638022497785215	0.00250619860106568	0.000157515196245975	0	0	0.000437519506705721	0.00286658747629042	0	0	2.52231825875805e-05	0	0.000151489997044202
metabolic syndrome x	0	0	0	4.54015116769213e-05	0.00114447323754003	0	0	0.000249247278471617	0.000968085501232075	0.00133738322020221	0.000135148526016359	0.0026152630912262	0	0.000150265254070835	0.00216252978562359	0	0	0.000298981319639488	0	0.0170699705009479	0	0	0	0	0	0.000217935675028563	0	0.000794346921513456	0	0.000104194533470985	0	0.000796284274437121	0	0.000178685531977093	0.00174660493412469	0	0.000228809485465884	7.56602394886302e-05	0.00017321013250407	0.00017321013250407	0.000227541858304825	0	0.000889354240958642	0.00050383505089734	0	0.0026152630912262	0	0.00133738322020221	0	0.000385331948544743	0.000114497503625898	0.000335235328022779	0	0.000483294334426764	0.000141061762887278	0.00057328652412631	0	0.00342635664579047	0	0	0.0026152630912262	0.000644091079003162	0	0	0.00095782145218932	0	0.000425803572862954	0.000631217559715919	0	0	0	0	0.000589733541072089
migraine disorders	0	0	0	0.000257346870514836	0.000763194608934068	0	0	0	0	0.000451227091143736	0	0.000473824909131489	0	0	8.33860383845982e-05	0	0	0	0	5.6582904696754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82301566854137e-05	0.000146669390746706	0	0.00103755849272635	7.14767898528643e-05	0	0	0	0	0.000332571073022342	0	0	0.000473824909131489	0	0.000451227091143736	0	0	0.000144222188750816	0.00447465466473468	0	0.000253650969506564	0	0	0	0	0	0	0.000473824909131489	0.000178964006843857	0	5.21355749884384e-05	0	0	0	0.000145766112321227	0	0	0	0	0
mood disorders	0	0	0	0.000986096767258346	8.27658781089895e-05	0	0	0	3.44976274412926e-05	0.000613306813729594	0	0.000205538845348777	0	1.5394724839815e-05	5.42576056602679e-05	0	0	0	0	2.45448997587911e-05	0	0	0	0	0	0	0	0	0	2.13495286387705e-05	0	0	0	0.000481196581430187	0.000119293501042441	0	1.87532858012616e-05	0	2.36605802705933e-05	2.36605802705933e-05	0	0	0.000455573176558392	0	0	0.000205538845348777	0	0.000613306813729594	0	0	0.0018299278935391	0.00446263028544514	0.000196717142184086	0.00056115485822949	0	0	0	0	8.55192766203108e-05	0	0.000205538845348777	3.10528675185957e-05	0.000287867876186554	0	0	0	1.7449486591079e-05	0.00100595362280176	0	0	0	0	0
mucocutaneous lymph node syndrome	0	0	0	0	0.00165419210076756	0	0	0	0	0.00260804179723715	0	0.000880281849093236	0	0.000307685157281575	0	0	0	0	0	0	0	0	0.00225806134403676	0	0.00370177461190595	0	0	0	0	0	0	0	0	0.00182939450474681	0.00139081124697929	0	9.37026765880284e-05	0	0.000118222466424062	0.000118222466424062	0	0	0.00163136062175789	0	0	0.000880281849093236	0	0.00260804179723715	0	0	0.000625191013128912	4.42859594186115e-05	0	0.00302377773452434	0	0	0	0	0	0	0.000880281849093236	7.75793861689592e-05	0	0.000226003316337105	0	0	8.71881128458579e-05	0.00315941895735013	0	0	0	0	0
multiple sclerosis	0	0	0.00017560622938324	0.0137682841126952	0.000798878805874632	0	0	0	5.54967498794539e-05	0.00747322833487214	0	0.00259011377802476	0	0.00460641643647818	5.81899103160104e-05	0	0	0	0	3.94856766613298e-05	0	0	0	0	0	0	0	0	0.000199934254654815	3.43452445512783e-05	0	4.37460220269872e-05	0	0.0112077194930719	0.00571888509451045	0	0.000874890482997645	9.97583785436849e-05	0.00125608102029557	0.00125608102029557	0.000300015001125094	0	0.00533785354981212	0.000332154431909686	0.000432945059510819	0.00259011377802476	0.000199934254654815	0.00747322833487214	0.000432945059510819	0	0.00523347040297835	0.0201185542933744	0.00189876745385517	0.00145145884269559	3.09984320149714e-05	0.000125980159183389	0.000129224422250045	0	0.000183434524110233	0	0.00259011377802476	0.000249775614953819	0.000126299053334046	3.63821629090754e-05	0	0	0.0010105631931543	0.0296008312148554	0	0	0	0	0
myocardial infarction	0	0	0.000192925304301297	8.22074680416491e-05	0.00312059669742354	0	0	0.0112826571861918	0.0260189852955142	0.00282516370752873	2.44710313005137e-05	0.00205849197061152	0	0.000163249093902894	9.58932908679572e-05	0.000143506253147426	0	0	0	0.000629009005413293	0	0	0	4.81172075167277e-05	0	0	0	0	0	0	0	0.000192241804659653	0	0.000360517965189992	0.00215052529134117	0	0.00109375212654799	5.47984989050202e-05	0.00809159167580212	0.00809159167580212	0.000741608612508641	0.000476135159731994	0.00517319531710345	0.000182456496777661	0.000713466068190402	0.00205849197061152	0	0.00282516370752873	0.000713466068190402	0.00983773433357817	0.000221139182904266	0.00110043744610826	0.000130377026671758	0.00480327113687356	5.10834548724917e-05	0.000484417108727312	7.09845575333808e-05	0	7.5572122727985e-05	0	0.00205849197061152	0.00443171516502435	6.93776165658109e-05	0.00013989617317442	0	0	0.00680015552391471	0.000894026065005631	0	0	0	0	0.000555264785441415
myocardial ischemia	0	0	0.000123741591746396	9.49096303067135e-05	0.00627044772823568	2.95907980800153e-05	0	0.00929186562797168	0.0309035118224541	0.00484445960064951	1.56956308855804e-05	0.00345055623194021	3.1276764386235e-05	0.00047990881506028	0.000205018698692313	0.000184088782488492	0	0	0	0.000959918718119439	0	0	0.000256144608345011	3.08622027062496e-05	0.000419913130638456	0	0	0	0	2.42015060890546e-05	0	0.000246606395101331	0	0.000604768246338718	0.00398024986116993	0	0.001806967746033	5.27213382224123e-05	0.0066114454276424	0.0066114454276424	0.000739923456650204	0.000305391367737059	0.00606375987849292	0.000234053873000289	0.000457614553231674	0.00345055623194021	0	0.00484445960064951	0.000457614553231674	0.00774191832136038	0.000496432549696414	0.00193157637319357	8.36233529134681e-05	0.0071719045061226	6.55294860435247e-05	0.00062140675968032	4.55292382220443e-05	0.000125660180449813	0.000129257829146289	0	0.00345055623194021	0.00703141289281606	0.000207659909813665	0.000153820969746601	0	0	0.00564732612713204	0.00194508394129792	0	0	0	0	0.00312311614190996
obesity	0.000294643939275447	0	0	0.000337065947696038	0.00112456303752601	4.72904874306271e-05	0.000161577921581933	0.000185043993086688	0.00168742393992659	0.00221035869845761	0.000225755530416207	0.00498255558155606	4.9984911832333e-05	0.000334675862532469	0.00380074360755969	0.000147100599160098	0	0	0.000197593656012595	0.0547604355035571	0	0	0	0	0	0	0	0.00110574772737468	0.00011257711235634	0.000174049195086036	0	0.000640434636775074	0	0.000568534954179058	0.00498508810895972	0	0.00059454760698776	0.000365111603110346	0.00117877061132435	0.00117877061132435	0.00228055019589089	0.000244030367115126	0.0017675887845258	0.000374052829169386	0	0.00498255558155606	0.00011257711235634	0.00221035869845761	0	0.000822465016356436	0.000807540272028124	0.00260925192934848	0.000267285059981675	0.000976741961128725	0.000558537840526791	0.000141871462291881	0.000145524960972226	0.020417068016067	0.000103286598219212	0	0.00498255558155606	0.0028972111900074	0.000213345873255698	4.09714568286761e-05	0	0	0.00189672827425745	0.001629766800348	0	0	0	0	0.000656737256869736
obesity, morbid	0	0	0	0	0	0	0	0	0.0001648940068115	0.000207909493541216	0	0.000966853549660448	0	0.000147169417196449	0.000691584100968127	0	0	0	0	0.00492749505008293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100002381085041	0.000430822951092508	0	5.97587847050961e-05	0	0	0	0	0	0.000145171889683131	0	0	0.000966853549660448	0	0.000207909493541216	0	0	4.98393649380353e-05	0.000127094960872451	0	0.000280496161554533	0	0	0	0.000470984589742772	9.08379131324446e-05	0	0.000966853549660448	0.000346333210864935	0	0	0	0	0.000111208256884839	0.000183174196337454	0	0	0	0	0
osteoarthritis	0	0	0	3.02844835935152e-05	8.98124564976616e-05	0	0	0	5.61520653432259e-05	0.00199656885613925	0.0807735522061042	0.000446076306522303	0	0.000300697407652409	2.94385135478966e-05	0.000264331992733813	0	0	0	0.000719134749599597	0	0.000105612347185145	0	8.86297082442581e-05	0	0	0	0	0	6.95015985787103e-05	0	4.42625828125298e-05	0	0.00108973571001102	0.00377993980652998	0	0.000579972605321587	0	0.00527621477388069	0.00527621477388069	0.00106245171010932	0	0.00210103033886629	0	0	0.000446076306522303	0	0.00199656885613925	0	0.000321288285421024	0.000254580199497305	0.00111807166947629	0	0.00184470227302328	0.00573969746047515	0.00012746775524299	0	0	4.64001378748069e-05	0	0.000446076306522303	0.00030327001164925	0.000511161659809306	0	0	0	0.00454442712240642	0.00191809572982855	0.000423058251975699	0	0	0	0.000157349613169131
osteoarthritis, knee	0	0	0	0	0	0	0	0	0	0.000172152259176865	0.0439311477374736	0.000145264647593384	0	5.07743923020376e-05	0	0.000535606731105324	0	0	0	0.000323812833898503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241510237490468	0.000839360073831313	0	6.18514913474041e-05	0	0.00234109722113238	0.00234109722113238	0.000615088279730063	0	0.000375639243792083	0	0	0.000145264647593384	0	0.000172152259176865	0	0.000130203057539146	0.000154754103406095	0.000643112450803964	0	0.000254029056072896	0.00146171277926454	0	0	0	0	0	0.000145264647593384	0.000153626371425745	8.63124256625444e-05	0	0	0	0.00201429697771287	0.000208547697268588	0	0	0	0	0
osteoporosis	0	0	0	0	4.42226390444154e-05	0	0	0	2.76486426728186e-05	0.000773920302024658	0.000665825636318246	0.000454974649800505	0	0.000172736674605656	8.69711491746132e-05	0	0	0.000196395707018548	0	0.00318684444523576	0	0.000208009306963951	0	0.000261841602989652	0	0.000143158211467558	0	0	6.64052192487503e-05	0	0	4.35887915601777e-05	0	0.000620413171570552	0.0129136661477511	0.000100343442221049	0.0013226490751272	0	0.00470285577611734	0.00470285577611734	0.00104627844088664	0	0.00318876687752116	0	0	0.000454974649800505	6.64052192487503e-05	0.000773920302024658	0	6.32794889681834e-05	2.50704828912406e-05	0.000198899665600479	0	0.000246919375860738	0.0364157948153801	0	0	0.000118458683350647	4.56938074932205e-05	0	0.000454974649800505	0.000248877879920618	0.000293638598319522	0.00010875419812392	0	0	0.00469901161913362	0.000820057869794873	0	0	0	0	0.00015495434415911
pancreatitis, chronic	0.0113382182853808	0	0	0.000129706631704163	0	0	0	0	0	0.000272910159002912	0	0.00122819023150069	0	0.000214644835026559	0.000126083392602166	0	0	0	0	0.000171111728669664	0	0	0	0	0	0	0	0.000567338287804497	0	0	0	0	0	0.0015314489076008	0.000776197209637263	0	0.000261472418565558	0	0	0	0	0	0.000476395796331474	0	0	0.00122819023150069	0	0.000272910159002912	0	0	0.000109035176622394	0.000432521787932146	0	7.67063057360048e-05	0	0	0	0	0	0	0.00122819023150069	0	0	0	0	0	0.000364940803711564	0.00100184015562552	0	0	0	0	0
panic disorder	0	0	0	0	0	0	0	0	7.57449950213812e-05	0	0	2.14901442882699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59366595783662e-05	0	0	8.23516076326361e-05	0	0	0	0	0	0	0	0	2.14901442882699e-05	0	0	0	0	0.000206045948539186	0.000895187437423453	0	9.66356241713762e-05	0	0	0	0	0	0	2.14901442882699e-05	0	0	0	0	0	0	0.000227183679482143	0	0	0	0	0
periodontitis	0	0	0.00024181067518608	0	0.0014667469304771	0	0	0.000113132570637817	0	0.00514533680217966	0	0.00415199928440328	0	0.00262589000421842	8.0127803848141e-05	0.000719477293923238	0	0.00352837416016642	0	0.00048934780676465	0	0.029896159133312	0	0.0319641058714842	0	0.0340285936741014	0	0	0.00312018555671219	0.00250655959408646	0	6.02384958677354e-05	0	0.0069286681930626	0.00805110701799935	0	0.00216020312464277	6.86838985036008e-05	0.000995847566177121	0.000995847566177121	0	0	0.003902193076455	0	0	0.00415199928440328	0.00312018555671219	0.00514533680217966	0	0	0.00124728152664205	0.000373043011508909	0	0.0182561099527733	0.00418312992969834	0	0	0	0	0	0.00415199928440328	0	0.000115942961208653	0.000150295272701979	0	0	0.000889046268302979	0.00588295816237538	0	0	0	0	0
pre-eclampsia	0	0.000316884397036669	0.000962546165084345	4.10150878814766e-05	0.00370988022411568	0.000115088665062907	0	0	0.000342217112420035	0.00178349379289643	0	0.00254598948709707	0.000121645960712696	0.000542990078841854	7.97387359463221e-05	0	0	0.00027009552428993	0	0.000108215940800078	0	0	0	0	0	0	0	0	0.00018264912997192	0	0	0.0022180020860357	0	0.000530386569928837	0.000806460940808264	0	0.000289384585028625	0	0.000312951201148129	0.000312951201148129	0	0	0.00162359838423196	0	0	0.00254598948709707	0.00018264912997192	0.00178349379289643	0	0	0.00320649852833433	0.000263769868620078	0	0.00218300656376709	4.24777383530653e-05	0	0.0187703393067852	0	0.000439886653090806	0	0.00254598948709707	0	5.76899947624482e-05	9.97103334790546e-05	0	0	0.000461597959614152	0.00193879246030954	0	0	0	0	0.000639308396227382
premature birth	0.000683733552728673	0	0.00275342620120234	0.00031287023719381	0.000347946058919249	0.000219479097793258	0.00149979323026158	0	0.000145027320249727	0.00049372263232417	0	0.000699494225717171	0	6.47191083879543e-05	7.60326215231865e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179505963553282	0	0.000228639275631105	0	0.000175907877160566	0.00050150743870243	0	0	0.000130347185592617	0.000198937191146681	0.000198937191146681	0	0.00113256529417581	0.00044688474070137	0	0	0.000699494225717171	0	0.00049372263232417	0	0	0.00032875980514748	0.00108056283451577	0.000206748710666359	0.000508821941677672	0	0.000329218646689887	0.000675393485580734	0	0	0	0.000699494225717171	0	0	0.000570455848645543	0	0	0.000220071854304562	0.000555812540119175	0	0	0	0	0
primary idiopathic dilated cardiomyopathy	0	0	0	0	0.000245331597412345	0	0	0.00529839076886666	0.0247972277140722	0.000502834935506404	0	0.000913876124046596	0	0.000365059855386478	0.00010721894394591	0	0	0	0	0.000145510193421027	0	0	0	0	0	0	0	0	0	6.32834941719934e-05	0	0.000241815235223565	0	0.000527127632081429	0.000754358282978766	0	0.000500290252544138	0	0.000490936803943608	0.000490936803943608	0.000276399219502775	0	0.000787729480512039	0	0	0.000913876124046596	0	0.000502834935506404	0	0.00280841821247423	0.00139082192933568	0.000722480761349989	0	0.000391377591858924	0	0	0	0	0	0	0.000913876124046596	0.0119659510617415	0.000465429523651238	0	0	0	0.000620677581228936	0.00260695479628141	0	0	0	0	0.000286544008528872
primary ovarian insufficiency	0	0	0	0	0	0	0	0	0	0.000213531736016679	0	0.00168169183655957	0	0.000251915233300709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042794426385539	0.000195208751433105	0	0	0	0.000387175520245821	0.000387175520245821	0	0	0.000310619991188573	0	0	0.00168169183655957	0	0.000213531736016679	0	0	0.000383903325045055	0.000145035371838566	0	0	0	0	0.00131446424192022	0	0	0	0.00168169183655957	0	0	0	0	0	0.000285538814841337	0.000611414545249415	0	0	0	0	0
